2000,5.176121667
2000.80008,5.356537992
2001.60016,5.607329095
2002.40024,5.854998494
2003.20032,6.092435554
2004.0004,6.319422405
2004.80048,6.53596013
2005.60056,6.757846164
2006.40064,7.133741021
2007.20072,7.474574592
2008.0008,7.649857687
2008.80088,7.635866015
2009.60096,7.524608265
2010.40104,7.294197667
2011.20112,7.047367482
2012.0012,6.687396005
2012.80128,6.319912014
2013.60136,5.928213139
2014.40144,5.627291077
2015.20152,5.4137909
2016.0016,5.185041788
2016.80168,5.003765734
2017.60176,4.838936197
2018.40184,4.660261439
2019.20192,4.447846284
2020.002,4.303242095
2020.80208,4.228956826
2021.60216,4.218802458
2022.40224,4.298459343
2023.20232,4.417196516
2024.0024,4.522491178
2024.80248,4.649090676
2025.60256,4.844673852
2026.40264,5.136204168
2027.20272,5.329476284
2028.0028,5.489338273
2028.80288,5.638498483
2029.60296,5.739049965
2030.40304,5.763029451
2031.20312,5.801014356
2032.0032,5.813880537
2032.80328,5.85479004
2033.60336,5.862881458
2034.40344,5.788053114
2035.20352,5.630165783
2036.0036,5.557851214
2036.80368,5.619149366
2037.60376,5.765507218
2038.40384,5.832191354
2039.20392,5.851530098
2040.004,5.867899327
2040.80408,5.585640585
2041.60416,5.30881949
2042.40424,5.084639831
2043.20432,4.909230682
2044.0044,4.806361405
2044.80448,4.529344855
2045.60456,4.021948511
2046.40464,3.500568139
2047.20472,3.374055172
2048.0048,3.578904184
2048.80488,3.920842125
2049.60496,4.021631545
2050.405041,4.02004127
2051.205121,3.912313738
2052.005201,3.904854228
2052.805281,4.37583935
2053.605361,4.870550873
2054.405441,5.325680615
2055.205521,5.5518589
2056.005601,5.475933511
2056.805681,5.325016383
2057.605761,5.326940999
2058.405841,5.614236755
2059.205921,5.787141887
2060.006001,5.658445518
2060.806081,5.087390237
2061.606161,4.492476856
2062.406241,4.056010999
2063.206321,3.950566528
2064.006401,3.880870765
2064.806481,3.649194481
2065.606561,3.447392548
2066.406641,3.243640536
2067.206721,3.27915341
2068.006801,3.407651779
2068.806881,3.362313069
2069.606961,3.394846155
2070.407041,3.51289207
2071.207121,3.801909987
2072.007201,4.185276189
2072.807281,4.609679641
2073.607361,5.074202628
2074.407441,5.590076602
2075.207521,6.28911768
2076.007601,7.19483908
2076.807681,8.025644666
2077.607761,8.584501753
2078.407841,8.871000969
2079.207921,8.811832776
2080.008001,8.406365924
2080.808081,7.959269769
2081.608161,7.45248046
2082.408241,6.83197614
2083.208321,6.060011909
2084.008401,5.197504661
2084.808481,4.475228069
2085.608561,4.024712264
2086.408641,3.800290786
2087.208721,3.751407574
2088.008801,3.64015796
2088.808881,3.545013153
2089.608961,3.453492422
2090.409041,3.321280943
2091.209121,3.06769131
2092.009201,2.767829349
2092.809281,2.516354753
2093.609361,2.233709943
2094.409441,1.912420387
2095.209521,1.632796393
2096.009601,1.43948217
2096.809681,1.294724812
2097.609761,1.224298152
2098.409841,1.307153659
2099.209921,1.447485526
2100.010001,1.593974815
2100.810081,1.603568004
2101.610161,1.543358215
2102.410241,1.458097844
2103.210321,1.438515138
2104.010401,1.552552326
2104.810481,1.622772429
2105.610561,1.603632265
2106.410641,1.642057593
2107.210721,1.772795187
2108.010801,1.95717776
2108.810881,2.193327137
2109.610961,2.406739092
2110.411041,2.544084306
2111.211121,2.563756126
2112.011201,2.530413659
2112.811281,2.368302536
2113.611361,2.135254607
2114.411441,1.784894358
2115.211521,1.500211831
2116.011601,1.229210139
2116.811681,0.963045632
2117.611761,0.691636574
2118.411841,0.447628824
2119.211921,0.222809209
2120.012001,0.050474354
2120.812081,0.060394106
2121.612161,0.082212591
2122.412241,0.134396761
2123.212321,0.163902919
2124.012401,0.167222883
2124.812481,0.228068913
2125.612561,0.29696373
2126.412641,0.456066729
2127.212721,0.59318793
2128.012801,0.672971955
2128.812881,0.652969461
2129.612961,0.609363799
2130.413041,0.511656152
2131.213121,0.448630227
2132.013201,0.356334179
2132.813281,0.219373209
2133.613361,0.150100835
2134.413441,0.071744272
2135.213521,0.196524933
2136.013601,0.432908041
2136.813681,0.633585277
